tconst,primary_title,start_year,genres,averagerating,studio,domestic_gross,year
tt1716772,The Inbetweeners Movie,2011,Comedy,6.8,WHE,36000.0,2012
tt1716777,People Like Us,2012,"Comedy,Drama",7.1,BV,12400000.0,2012
tt1718835,My Worst Nightmare,2011,"Comedy,Drama,Romance",6.0,Strand,22000.0,2012
tt1719071,Another Happy Day,2011,"Comedy,Drama",6.0,P4,8500.0,2011
tt1720616,Friends with Kids,2011,"Comedy,Drama,Romance",6.1,RAtt.,7300000.0,2012
tt1723120,Viva Riva!,2010,"Crime,Drama,Thriller",6.2,MBox,61800.0,2011
tt1723121,We're the Millers,2013,"Comedy,Crime",7.0,WB (NL),150400000.0,2013
tt1723811,Shame,2011,Drama,7.2,FoxS,3900000.0,2011
tt1724962,Beyond Outrage,2012,"Action,Crime,Drama",6.8,Magn.,3900.0,2014
tt1726669,Killer Joe,2011,"Crime,Drama,Thriller",6.7,LD,2000000.0,2012
tt1726888,Clandestine Childhood,2011,Drama,7.1,IFC,9000.0,2013
tt1727770,Absolutely Anything,2015,"Comedy,Sci-Fi",6.0,ADC,20200.0,2017
tt1727776,Scouts Guide to the Zombie Apocalypse,2015,"Action,Comedy,Horror",6.3,Par.,3700000.0,2015
tt1727824,Bohemian Rhapsody,2018,"Biography,Drama,Music",8.0,Fox,216400000.0,2018
tt1728196,Hara-Kiri: Death of a Samurai,2011,Drama,7.4,Trib.,75700.0,2012
tt1728239,Double Dhamaal,2011,"Comedy,Crime,Drama",3.8,Relbig.,544000.0,2011
tt1728986,Bol Bachchan,2012,"Action,Comedy,Drama",5.5,FIP,1200000.0,2012
tt1730687,Darling Companion,2012,"Comedy,Drama,Romance",5.1,SPC,794000.0,2012
tt1730768,The Zookeeper's Wife,2017,"Biography,Drama,History",7.0,Focus,17600000.0,2017
tt1731141,Ender's Game,2013,"Action,Adventure,Fantasy",6.6,LG/S,61700000.0,2013
tt1731701,Barely Lethal,2015,"Action,Adventure,Comedy",5.4,A24,6100.0,2015
tt1733525,Khodorkovsky,2011,"Biography,Documentary,Drama",7.0,KL,39500.0,2011
tt1734110,No One Killed Jessica,2011,"Biography,Crime,Drama",7.2,UTV,441000.0,2011
tt1735898,Snow White and the Huntsman,2012,"Action,Adventure,Drama",6.1,Uni.,155300000.0,2012
tt1736633,"Oslo, August 31st",2011,Drama,7.7,Strand,101000.0,2012
tt1740707,Trollhunter,2010,"Drama,Fantasy,Horror",7.0,Magn.,253000.0,2011
tt1740710,Mere Brother Ki Dulhan,2011,"Comedy,Family,Romance",5.9,Yash,496000.0,2011
tt1740822,The Other Side,2011,Crime,8.2,FM,8100.0,2016
tt1742044,Jersey Boys,2014,"Biography,Drama,Music",6.8,WB,47000000.0,2014
tt1742336,Your Sister's Sister,2011,"Comedy,Drama",6.7,IFC,1600000.0,2012
tt1742650,I Don't Know How She Does It,2011,"Comedy,Romance",4.9,Wein.,9700000.0,2011
tt1744662,The Mayor,2011,"Comedy,Documentary,Drama",8.9,WGUSA,96800.0,2017
tt1745787,The Tribe,2014,"Crime,Drama",7.1,Drft.,151000.0,2015
tt1748043,Hell and Back Again,2011,"Action,Documentary,History",6.5,DF,40600.0,2011
tt1748062,Jig,2011,"Documentary,Musical",6.7,Scre.,184000.0,2011
tt1748122,Moonrise Kingdom,2012,"Adventure,Comedy,Drama",7.8,Focus,45500000.0,2012
tt1748207,Sound of My Voice,2011,"Drama,Mystery,Sci-Fi",6.6,FoxS,408000.0,2012
tt1748227,The Collection,2012,"Action,Horror,Thriller",6.1,LD,6800000.0,2012
tt1753383,A Dog's Purpose,2017,"Adventure,Comedy,Drama",7.1,Uni.,64500000.0,2017
tt1753549,Buck,2011,Documentary,7.6,IFC,4000000.0,2011
tt1753792,The Day I Saw Your Heart,2011,"Comedy,Drama",6.6,FM,3500.0,2012
tt1754078,Las Acacias,2011,Drama,6.9,OutF,6000.0,2012
tt1754546,Storm Surfers 3D,2012,"Adventure,Documentary",6.5,XL,117000.0,2013
tt1754795,You Will Be My Son,2011,"Drama,Thriller",6.9,Cohen,285000.0,2013
tt1756799,The Day,2011,"Action,Drama,Horror",5.2,Anch.,21000.0,2012
tt1757742,Apartment 143,2011,"Horror,Thriller",5.1,Magn.,400.0,2012
tt1758595,Diana,2013,"Biography,Drama,Romance",5.5,EOne,335000.0,2013
tt1758692,Like Crazy,2011,"Drama,Romance",6.7,ParV,3400000.0,2011
tt1758810,The Snowman,2017,"Crime,Drama,Mystery",5.1,Uni.,6700000.0,2017
tt1758830,This Is 40,2012,"Comedy,Romance",6.2,Uni.,67500000.0,2012
tt1763264,No One Lives,2012,"Horror,Thriller",6.0,Anch.,74900.0,2013
tt1763303,The First Time,2012,"Comedy,Drama,Romance",6.9,Gold.,22800.0,2012
tt1764183,Arbitrage,2012,"Drama,Thriller",6.6,RAtt.,7900000.0,2012
tt1764234,Killing Them Softly,2012,"Crime,Thriller",6.2,Wein.,15000000.0,2012
tt1764651,The Expendables 2,2012,"Action,Adventure,Thriller",6.6,LGF,85000000.0,2012
tt1767372,She's Funny That Way,2014,"Comedy,Drama",6.1,LGP,112000.0,2015
tt1767382,Silent House,2011,"Drama,Horror,Mystery",5.3,ORF,12800000.0,2012
tt1770734,Shadow Dancer,2012,"Drama,Thriller",6.2,Magn.,101000.0,2013
tt1772230,1911,2011,"Action,Adventure,Drama",5.9,Vari.,136000.0,2011
tt1772240,Apollo 18,2011,"Horror,Mystery,Sci-Fi",5.2,W/Dim.,17700000.0,2011
tt1772288,Danny Collins,2015,"Biography,Comedy,Drama",7.0,BST,5600000.0,2015
tt1772317,Nerve,2011,"Comedy,Drama",6.8,LGF,38600000.0,2016
tt1772341,Wreck-It Ralph,2012,"Adventure,Animation,Comedy",7.7,BV,189400000.0,2012
tt1772424,Where Do We Go Now?,2011,"Comedy,Drama",7.5,SPC,532000.0,2012
tt1772925,Jiro Dreams of Sushi,2011,Documentary,7.9,Magn.,2600000.0,2012
tt1773109,Yamla Pagla Deewana,2011,"Action,Comedy,Drama",5.7,Eros,993000.0,2011
tt1774358,The Snitch Cartel,2011,"Action,Crime,Drama",6.5,PI,,2013
tt1778304,Paranormal Activity 3,2011,"Horror,Mystery,Thriller",5.8,Par.,104000000.0,2011
tt1780798,Clown,2014,"Drama,Fantasy,Horror",5.7,W/Dim.,55000.0,2016
tt1781827,Hands of Stone,2016,"Action,Biography,Drama",6.6,Wein.,4700000.0,2016
tt1781840,Jayne Mansfield's Car,2012,Drama,6.3,Anch.,14800.0,2013
tt1781922,No Escape,2015,"Action,Thriller",6.8,Wein.,27300000.0,2015
tt1785670,Widows,2011,"Comedy,Drama",6.3,Fox,42400000.0,2018
tt1787660,Being Elmo: A Puppeteer's Journey,2011,Documentary,7.6,SD,304000.0,2011
tt1787747,The Salesman,2011,Drama,7.0,Cohen,2400000.0,2017
tt1787988,Talaash,2012,"Crime,Drama,Mystery",7.3,Relbig.,2900000.0,2012
tt1788391,Kill List,2011,"Crime,Drama,Horror",6.4,IFC,29100.0,2012
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Action,Adventure,Fantasy",6.6,BV,172600000.0,2017
tt1790864,The Maze Runner,2014,"Action,Mystery,Sci-Fi",6.8,Fox,102400000.0,2014
tt1790885,Zero Dark Thirty,2012,"Drama,Thriller",7.4,Sony,95700000.0,2012
tt1790886,The Campaign,2012,Comedy,6.1,WB,86900000.0,2012
tt1791528,Inherent Vice,2014,"Comedy,Crime,Drama",6.7,WB,8100000.0,2014
tt1791682,While We're Young,2014,"Comedy,Drama,Mystery",6.3,A24,7600000.0,2015
tt1796503,Hit So Hard,2011,"Biography,Documentary,Music",6.9,Vari.,34000.0,2012
tt1798188,From Up on Poppy Hill,2011,"Animation,Drama,Family",7.5,GK,1000000.0,2013
tt1798243,Rudderless,2014,"Comedy,Drama,Music",7.5,Gold.,58300.0,2014
tt1798603,Bad Santa 2,2016,"Comedy,Crime,Drama",5.6,BG,17800000.0,2016
tt1798684,Southpaw,2015,"Drama,Sport",7.4,Wein.,52400000.0,2015
tt1800241,American Hustle,2013,"Crime,Drama",7.2,Sony,150100000.0,2013
tt1800246,That Awkward Moment,2014,"Comedy,Romance",6.2,Focus,26100000.0,2014
tt1800302,Gold,2016,"Adventure,Drama,Thriller",6.7,Wein.,7200000.0,2017
tt1800741,Step Up Revolution,2012,"Drama,Music,Romance",6.5,LG/S,35100000.0,2012
tt1801552,Gotti,2018,"Biography,Crime,Drama",4.8,VE,4300000.0,2018
tt1802197,The Lady,2011,"Biography,Drama,History",7.1,Cohen,355000.0,2012
tt1805297,The Women on the 6th Floor,2010,Comedy,7.1,Strand,720000.0,2011
tt1805319,Mama,2010,Drama,4.5,Uni.,71600000.0,2013
tt1805411,Son of God,2010,Documentary,6.8,Fox,59700000.0,2014
tt1810683,Little Boy,2015,"Drama,History,War",7.4,ORF,6500000.0,2015
tt1813327,The Salt of Life,2011,"Comedy,Romance",6.3,Zeit.,317000.0,2012
tt1814621,Admission,2013,"Comedy,Drama,Romance",5.7,Focus,18000000.0,2013
tt1814836,Project Nim,2011,Documentary,7.4,RAtt.,411000.0,2011
tt1815862,After Earth,2013,"Action,Adventure,Drama",4.8,Sony,60500000.0,2013
tt1816518,Ernest & Celestine,2012,"Adventure,Animation,Comedy",7.9,GK,262000.0,2014
tt1816714,Welcome Back,2011,"Documentary,Drama,Family",6.7,Eros,1400000.0,2015
tt1817273,The Place Beyond the Pines,2012,"Crime,Drama,Thriller",7.3,Focus,21400000.0,2013
tt1817676,Girl in Progress,2012,"Comedy,Drama",5.6,LGF,2600000.0,2012
tt1819513,Dreams of a Life,2011,"Biography,Documentary,Drama",6.8,Strand,8400.0,2012
tt1820488,War Witch,2012,"Drama,War",7.1,Trib.,70500.0,2013
tt1821549,Nebraska,2013,"Adventure,Comedy,Drama",7.7,Par.,17700000.0,2013
tt1821593,Bullhead,2011,"Crime,Drama",7.4,Drft.,152000.0,2012
tt1821641,The Congress,2013,"Animation,Drama,Sci-Fi",6.5,Drft.,138000.0,2014
tt1821658,The Nut Job,2014,"Adventure,Animation,Comedy",5.7,ORF,64300000.0,2014
tt1823672,Chappie,2015,"Action,Crime,Drama",6.8,Sony,31600000.0,2015
tt1825683,Black Panther,2018,"Action,Adventure,Sci-Fi",7.3,BV,700100000.0,2018
tt1826727,Life of the Party,2017,"Comedy,Drama",7.6,WB (NL),53100000.0,2018
tt1826753,Tasting Menu,2013,Comedy,5.7,Magn.,18700.0,2014
tt1827487,Once Upon a Time in Anatolia,2011,"Crime,Drama",7.9,CGld,152000.0,2012
tt1828229,Tales of the Night,2011,"Animation,Fantasy",6.9,GK,11000.0,2012
tt1828325,The Gambler,2015,Drama,7.0,Par.,33700000.0,2014
tt1828959,Make Your Move,2013,"Drama,Musical,Romance",5.7,HTR,125000.0,2014
tt1828995,Delicacy,2011,"Comedy,Drama,Romance",6.6,Cohen,499000.0,2012
tt1829012,Passion,2012,"Drama,Mystery,Thriller",5.3,EOne,92200.0,2013
tt1830786,Rascals,2011,"Action,Comedy,Crime",2.9,Eros,274000.0,2011
tt1830848,The Last King,2015,"Action,Drama,History",4.6,Magn.,8900.0,2016
tt1832370,I Am Eleven,2011,"Biography,Documentary",6.3,Proud,310000.0,2014
tt1832382,A Separation,2011,"Drama,Thriller",8.3,SPC,7100000.0,2011
tt1833673,Dhoom 3,2013,"Action,Thriller",5.4,Yash,8000000.0,2013
tt1833844,Berberian Sound Studio,2012,"Drama,Horror,Thriller",6.2,IFC,38500.0,2013
tt1833881,Chloe,2013,"Drama,Music,Romance",6.9,SPC,3100000.0,2010
tt1836987,Trishna,2011,Drama,6.0,IFC,240000.0,2012
tt1837562,A Royal Night Out,2015,"Comedy,Drama,Romance",6.5,ADC,228000.0,2015
tt1837613,Northern Soul,2014,"Drama,Music",6.4,Free,8900.0,2015
tt1837703,The Fifth Estate,2013,"Biography,Drama,Thriller",6.2,BV,3300000.0,2013
tt1837709,Winter's Tale,2014,"Drama,Fantasy,Mystery",6.2,WB,12600000.0,2014
tt1838571,Juan of the Dead,2011,"Action,Comedy,Horror",6.5,Outs,18000.0,2012
tt1839492,Ruby Sparks,2012,"Comedy,Drama,Fantasy",7.2,FoxS,2500000.0,2012
tt1839642,The Face of Love,2013,"Drama,Mystery,Romance",6.2,IFC,350000.0,2014
tt1839654,The Magic of Belle Isle,2012,"Comedy,Drama",7.0,Magn.,102000.0,2012
tt1840309,Divergent,2014,"Action,Adventure,Mystery",6.7,LG/S,150900000.0,2014
tt1840417,The Words,2012,"Drama,Mystery,Romance",7.1,CBS,11500000.0,2012
tt1840960,Three,2010,"Drama,Thriller",6.7,WGUSA,120000.0,2016
tt1841542,Chillar Party,2011,"Comedy,Drama,Family",7.5,UTV,6300.0,2011
tt1843866,Captain America: The Winter Soldier,2014,"Action,Adventure,Sci-Fi",7.8,BV,259800000.0,2014
tt1845773,Ai Weiwei: Never Sorry,2012,Documentary,7.6,IFC,534000.0,2012
tt1845872,The Measure of a Man,2011,Drama,7.3,KL,112000.0,2016
tt1846589,Hunter Killer,2018,"Action,Thriller",6.6,LG/S,15800000.0,2018
tt1847713,The Guillotines,2012,"Action,Drama",4.8,WGUSA,5300.0,2013
tt1847746,The German Doctor,2013,"Drama,History,Thriller",6.8,Gold.,418000.0,2014
tt1849718,Agneepath,2012,"Action,Drama",7.0,Eros,2000000.0,2012
tt1850397,The Loft,2014,"Mystery,Romance,Thriller",6.3,ORF,6000000.0,2015
tt1850457,Sisters,2015,Comedy,6.0,Uni.,87000000.0,2015
tt1853614,A Letter to Momo,2011,"Adventure,Animation,Comedy",7.3,GK,71700.0,2014
tt1853728,Django Unchained,2012,"Drama,Western",8.4,Wein.,162800000.0,2012
tt1853739,You're Next,2011,"Action,Comedy,Horror",6.6,LGF,18500000.0,2013
tt1854513,Blancanieves,2012,"Drama,Fantasy",7.6,Cohen,280000.0,2013
tt1854564,Percy Jackson: Sea of Monsters,2013,"Adventure,Family,Fantasy",5.8,Fox,68600000.0,2013
tt1855199,End of Watch,2012,"Action,Crime,Drama",7.6,ORF,41000000.0,2012
tt1855236,Just Like a Woman,2012,Drama,5.5,Cohen,11400.0,2013
tt1855325,Resident Evil: Retribution,2012,"Action,Horror,Sci-Fi",5.4,SGem,42300000.0,2012
tt1856038,Love in Space,2011,"Comedy,Romance",5.5,CL,34800.0,2011
tt1856057,Phantom Boy,2015,"Action,Adventure,Animation",6.6,GK,34400.0,2016
tt1856101,Blade Runner 2049,2017,"Drama,Mystery,Sci-Fi",8.0,WB,92100000.0,2017
tt1857913,The Sorcerer and the White Snake,2011,"Action,Fantasy,Romance",5.9,Magn.,18800.0,2013
tt1859446,Alps,2011,Drama,6.4,KL,16100.0,2012
tt1859650,To Rome with Love,2012,"Comedy,Music,Romance",6.3,SPC,16700000.0,2012
tt1860152,17 Girls,2011,Drama,6.0,Strand,15100.0,2012
tt1860213,Dirty Grandpa,2016,Comedy,5.9,LGF,35600000.0,2016
tt1860353,Turbo,2013,"Adventure,Animation,Comedy",6.4,Fox,83000000.0,2013
tt1860357,Deepwater Horizon,2016,"Action,Drama,History",7.1,LG/S,61400000.0,2016
tt1862079,Safety Not Guaranteed,2012,"Comedy,Drama,Romance",7.0,FD,4000000.0,2012
tt1865505,Song of the Sea,2014,"Adventure,Animation,Drama",8.1,GK,858000.0,2014
tt1866249,The Sessions,2012,"Biography,Comedy,Drama",7.2,FoxS,6000000.0,2012
tt1869716,The East,2013,"Adventure,Drama,Thriller",6.8,FoxS,2300000.0,2013
tt1870529,Won't Back Down,2012,Drama,6.4,Fox,5300000.0,2012
tt1872102,Marius,2013,Drama,6.8,KL,9800.0,2014
tt1872181,The Amazing Spider-Man 2,2014,"Action,Adventure,Sci-Fi",6.6,Sony,202900000.0,2014
tt1872194,The Judge,2014,"Crime,Drama",7.4,WB,47100000.0,2014
tt1872818,Liberal Arts,2012,"Comedy,Drama,Romance",6.7,IFC,327000.0,2012
tt1876277,Into the White,2012,"Action,Biography,Drama",7.2,Magn.,700.0,2013
tt1877832,X-Men: Days of Future Past,2014,"Action,Adventure,Sci-Fi",8.0,Fox,233900000.0,2014
tt1878841,The Darkness,2016,"Horror,Thriller",4.4,BH Tilt,10800000.0,2016
tt1878870,The Edge of Seventeen,2016,"Comedy,Drama",7.3,STX,14400000.0,2016
tt1881002,Maggie,2015,"Drama,Horror",5.6,RAtt.,187000.0,2015
tt1883180,A Pigeon Sat on a Branch Reflecting on Existence,2014,"Comedy,Drama,Fantasy",7.0,Magn.,223000.0,2015
tt1884268,Chalo Dilli,2011,"Comedy,Drama",6.8,Eros,94300.0,2011
tt1885448,The Warring States,2011,"Drama,War",4.6,CL,69000.0,2011
tt1886502,Corpo Celeste,2011,Drama,6.7,FM,8900.0,2012
tt1891757,Bol,2011,Drama,8.3,Eros,189000.0,2011
tt1895587,Spotlight,2015,"Crime,Drama",8.1,ORF,45100000.0,2015
tt1899353,The Raid: Redemption,2011,"Action,Thriller",7.6,SPC,4099999.0,2012
tt1904996,Parker,2013,"Action,Crime,Thriller",6.2,FD,17600000.0,2013
tt1905041,Fast & Furious 6,2013,"Action,Crime,Thriller",7.1,Uni.,238700000.0,2013
tt1907668,Flight,2012,"Drama,Thriller",7.3,Par.,93800000.0,2012
tt1910608,The Good Lie,2012,Thriller,6.4,WB,2700000.0,2014
tt1911553,Le Chef,2012,"Comedy,Drama",6.7,Cohen,343000.0,2014
tt1911644,The Call,2013,"Crime,Drama,Horror",6.7,TriS,51900000.0,2013
tt1911658,Penguins of Madagascar,2014,"Adventure,Animation,Comedy",6.7,Fox,83400000.0,2014
tt1912398,God Bless America,2011,"Adventure,Comedy,Crime",7.2,Magn.,123000.0,2012
tt1915581,Magic Mike,2012,"Comedy,Drama",6.1,WB,113700000.0,2012
tt1918886,Joker,2012,"Comedy,Family,Sci-Fi",2.6,UTV,169000.0,2012
tt1918965,Murder 2,2011,"Action,Crime,Thriller",6.2,Eros,59500.0,2011
tt1920849,Bachelorette,2012,"Comedy,Romance",5.3,RTWC,448000.0,2012
tt1921064,Pompeii,2014,"Action,Adventure,Drama",5.5,TriS,23200000.0,2014
tt1922645,The Fairy,2011,"Comedy,Drama",6.1,KL,38400.0,2012
tt1922777,Sinister,2012,"Horror,Mystery,Thriller",6.8,LG/S,48100000.0,2012
tt1924394,The Angels' Share,2012,"Comedy,Crime,Drama",7.0,IFC,347000.0,2013
tt1924396,The Best Offer,2013,"Crime,Drama,Mystery",7.8,IFC,100000.0,2014
tt1924435,Let's Be Cops,2014,"Comedy,Crime",6.4,Fox,82400000.0,2014
tt1925518,The Protector 2,2013,Action,5.3,Magn.,2500.0,2014
tt1930546,Arthur Newman,2012,Drama,5.7,Cdgm.,208000.0,2013
tt1931435,The Big Wedding,2013,"Comedy,Drama,Romance",5.6,LGF,21800000.0,2013
tt1931470,Declaration of War,2011,Drama,7.0,IFC,59100.0,2012
tt1931533,Seven Psychopaths,2012,"Comedy,Crime",7.2,CBS,15000000.0,2012
tt1931569,The Greatest Miracle,2011,"Animation,Drama",4.5,KKM,555000.0,2011
tt1931602,Very Good Girls,2013,"Drama,Romance",6.0,WGUSA,6900.0,2014
tt1932718,Thanks for Sharing,2012,"Comedy,Drama,Romance",6.4,RAtt.,1100000.0,2013
tt1932767,What Maisie Knew,2012,Drama,7.5,MNE,1100000.0,2013
tt1934231,Delhi Belly,2011,"Action,Comedy,Crime",7.6,UTV,1500000.0,2011
tt1934269,Yossi,2012,"Drama,Romance",7.0,Strand,117000.0,2013
tt1934335,A Beautiful Life,2011,"Drama,Romance",6.7,CL,66200.0,2011
tt1935089,Blind,2017,"Drama,Romance",5.7,VE,12500.0,2017
tt1935179,Mud,2012,Drama,7.4,RAtt.,21600000.0,2013
tt1935194,Overdrive,2017,"Action,Thriller",5.4,VE,7800.0,2017
tt1935859,Miss Peregrine's Home for Peculiar Children,2016,"Adventure,Drama,Fantasy",6.7,Fox,87200000.0,2016
tt1935897,Amityville: The Awakening,2017,"Horror,Thriller",4.9,W/Dim.,700.0,2017
tt1937092,Always Kabhi Kabhi,2011,"Comedy,Crime,Drama",4.3,Eros,21400.0,2011
tt1937118,Chinese Puzzle,2013,"Comedy,Drama,Romance",7.0,Cohen,339000.0,2014
tt1937133,On the Other Side of the Tracks,2012,"Action,Comedy,Crime",5.8,Wein.,9600.0,2014
tt1937449,At Any Price,2012,"Drama,Sport,Thriller",5.7,SPC,381000.0,2013
tt1943765,Morgan,2012,"Drama,Romance",6.8,Fox,3900000.0,2016
tt1943873,You've Been Trumped,2011,Documentary,7.5,ICir,29300.0,2012
tt1945037,Begin Again,2013,"Drama,Family",7.0,Wein.,16200000.0,2014
tt1945062,About Cherry,2012,Drama,4.8,IFC,3000.0,2012
tt1946347,Gladiators of Rome,2012,"Adventure,Animation,Comedy",5.2,VPD,8200.0,2014
tt1948150,Singham,2011,"Action,Drama",6.8,Relbig.,351000.0,2011
tt1949548,Heroine,2012,Drama,5.1,UTV,599000.0,2012
tt1951181,The Immigrant,2013,"Drama,Romance",6.6,Wein.,2000000.0,2014
tt1951216,The Look of Love,2013,"Biography,Comedy,Drama",6.0,IFC,21300.0,2013
tt1951261,The Hangover Part III,2013,"Adventure,Comedy,Crime",5.8,WB,112200000.0,2013
tt1951264,The Hunger Games: Catching Fire,2013,"Action,Adventure,Sci-Fi",7.5,LGF,424700000.0,2013
tt1951265,The Hunger Games: Mockingjay - Part 1,2014,"Action,Adventure,Sci-Fi",6.6,LGF,337100000.0,2014
tt1951266,The Hunger Games: Mockingjay - Part 2,2015,"Action,Adventure,Sci-Fi",6.6,LGF,281700000.0,2015
tt1954315,Borgman,2013,"Drama,Horror,Mystery",6.8,Drft.,57500.0,2014
tt1954701,A Coffee in Berlin,2012,"Comedy,Drama",7.4,MBox,150000.0,2014
tt1956620,Sex Tape,2014,"Comedy,Romance",5.1,Sony,38500000.0,2014
tt1959563,The Hitman's Bodyguard,2017,"Action,Comedy,Thriller",6.9,LG/S,75500000.0,2017
tt1961175,American Assassin,2017,"Action,Thriller",6.2,LGF,36200000.0,2017
tt1961562,The House,2011,"Drama,Mystery,Thriller",4.6,WB (NL),25600000.0,2017
tt1964418,Tomorrowland,2015,"Action,Adventure,Family",6.4,BV,93400000.0,2015
tt1964624,In the House,2012,"Drama,Mystery,Thriller",7.4,Cohen,390000.0,2013
tt1966359,Father Figures,2017,"Adventure,Comedy,Drama",5.5,WB,17500000.0,2017
tt1966604,The Imposter,2012,"Biography,Crime,Documentary",7.5,IM,898000.0,2012
tt1967545,Labor Day,2013,"Drama,Romance",6.9,Par.,13400000.0,2014
tt1967669,Tag,2015,Drama,4.6,WB (NL),54700000.0,2018
tt1969062,Infinitely Polar Bear,2014,"Comedy,Drama,Romance",7.0,SPC,1400000.0,2015
tt1971352,Compliance,2012,"Biography,Crime,Drama",6.4,Magn.,319000.0,2012
tt1972571,A Most Wanted Man,2014,"Crime,Drama,Thriller",6.8,RAtt.,17200000.0,2014
tt1972591,King Arthur: Legend of the Sword,2017,"Action,Adventure,Drama",6.8,WB,39200000.0,2017
tt1972663,Into the Abyss,2011,"Crime,Documentary,Drama",7.3,IFC,224000.0,2011
tt1972779,The Best of Me,2014,"Drama,Romance",6.7,Rela.,26800000.0,2014
tt1974419,The Neon Demon,2016,"Horror,Thriller",6.2,BG,1300000.0,2016
tt1974420,Rules Don't Apply,2016,"Comedy,Drama,Romance",5.7,Fox,3700000.0,2016
tt1976000,The Two Faces of January,2014,"Romance,Thriller",6.2,Magn.,507000.0,2014
tt1976009,Victor Frankenstein,2015,"Drama,Horror,Sci-Fi",6.0,Fox,5800000.0,2015
tt1978447,Policeman,2011,Drama,6.2,Crnth,11300.0,2014
tt1979388,The Good Dinosaur,2015,"Adventure,Animation,Comedy",6.7,BV,123100000.0,2015
tt1980986,Housefull 2,2012,"Action,Comedy,Musical",5.4,Eros,1800000.0,2012
tt1981080,Tai Chi Zero,2012,"Action,Adventure,Drama",6.1,Vari.,212000.0,2012
tt1981115,Thor: The Dark World,2013,"Action,Adventure,Fantasy",6.9,BV,206400000.0,2013
tt1981128,Geostorm,2017,"Action,Sci-Fi,Thriller",5.3,WB,33700000.0,2017
tt1981677,Pitch Perfect,2012,"Comedy,Music,Romance",7.2,Uni.,65000000.0,2012
tt1982113,Gerhard Richter Painting,2011,Documentary,7.2,KL,243000.0,2012
tt1985019,Austenland,2013,"Comedy,Romance",6.3,SPC,2200000.0,2013
tt1985949,The Angry Birds Movie,2016,"Action,Animation,Comedy",6.3,Sony,107500000.0,2016
tt1985966,Cloudy with a Chance of Meatballs 2,2013,"Adventure,Animation,Comedy",6.4,Sony,119800000.0,2013
tt1985981,Desi Boyz,2011,"Comedy,Drama",5.9,Eros,1100000.0,2011
tt1986953,Storage 24,2012,"Action,Horror,Mystery",4.4,Magn.,100.0,2013
tt1989685,Thelma,2011,"Drama,Family",6.8,Orch.,147000.0,2017
tt1989712,In Another Country,2012,Drama,6.4,KL,25100.0,2012
tt1990314,Robot & Frank,2012,"Comedy,Crime,Drama",7.1,Gold.,3300000.0,2012
tt1990352,The Island President,2011,Documentary,7.3,Gold.,76400.0,2012
tt1991245,Chernobyl Diaries,2012,"Horror,Mystery,Thriller",5.0,WB,18100000.0,2012
tt1992138,Force,2011,"Action,Thriller",6.4,FoxS,,2011
tt1995390,Our Kind of Traitor,2016,"Crime,Drama,Thriller",6.2,RAtt.,3200000.0,2016
tt1996264,"For a Good Time, Call...",2012,Comedy,6.0,Focus,1300000.0,2012
tt1996310,Lore,2012,"Drama,History,Romance",7.1,MBox,970000.0,2013
tt1999890,Hell Fest,2018,Horror,5.5,LGF,11100000.0,2018
tt1999987,Breathe In,2013,"Drama,Romance",6.4,Cohen,89700.0,2014
tt2002718,Machete Kills,2013,"Action,Crime,Sci-Fi",5.6,ORF,8000000.0,2013
tt2004420,Neighbors,2014,Comedy,6.3,Uni.,150200000.0,2014
tt2005151,War Dogs,2016,"Comedy,Crime,Drama",7.1,WB,43000000.0,2016
tt2006295,The 33,2015,"Biography,Drama,History",6.9,WB,12200000.0,2015
tt2008006,A Simple Life,2011,Drama,7.6,CL,192000.0,2012
tt2008513,First Position,2011,Documentary,7.6,IFC,1000000.0,2012
tt2011183,Pastorela,2011,"Comedy,Fantasy",6.2,LGF,161000.0,2011
tt2011953,Keep the Lights On,2012,"Drama,Romance",6.3,MBox,246000.0,2012
tt2013293,The Wind Rises,2013,"Animation,Biography,Drama",7.8,BV,5200000.0,2014
tt2014351,Spinning Plates,2012,Documentary,7.2,TFA,112000.0,2013
