tconst,primary_title,start_year,genres,averagerating,studio,domestic_gross,year
tt2082496,A Bottle in the Gaza Sea,2010,Drama,7.2,FM,5900.0,2013
tt2083355,The Best Man Holiday,2013,"Comedy,Drama",6.7,Uni.,70500000.0,2013
tt2083383,Trouble with the Curve,2012,"Drama,Sport",6.8,WB,35800000.0,2012
tt2084098,Starry Starry Night,2011,Drama,6.9,CL,10000.0,2012
tt2084883,The Daughter,2012,Drama,6.4,KL,26400.0,2017
tt2084970,The Imitation Game,2014,"Biography,Drama,Thriller",8.0,Wein.,91100000.0,2014
tt2087850,The Players,2012,Comedy,5.3,Wein.,10900.0,2014
tt2088003,Big Game,2014,"Action,Adventure,Crime",5.4,EC,24600.0,2015
tt2091256,Captain Underpants: The First Epic Movie,2017,"Action,Animation,Comedy",6.2,Fox,73900000.0,2017
tt2091935,Mr. Right,2015,"Action,Comedy,Romance",6.3,FCW,34700.0,2016
tt2092011,What Richard Did,2012,Drama,6.3,Trib.,2700.0,2013
tt2093991,Elvis & Nixon,2016,"Comedy,History",6.4,BST,1100000.0,2016
tt2094766,Assassin's Creed,2016,"Action,Adventure,Sci-Fi",5.8,Fox,54600000.0,2016
tt2094877,Haute Cuisine,2012,"Biography,Comedy",6.4,Wein.,218000.0,2013
tt2096672,Dumb and Dumber To,2014,"Adventure,Comedy",5.6,Uni.,86200000.0,2014
tt2097298,"McFarland, USA",2015,"Biography,Drama,Sport",7.4,BV,44500000.0,2015
tt2097307,Hit and Run,2012,"Action,Comedy",6.1,ORF,13700000.0,2012
tt2097331,The Family Fang,2015,"Comedy,Drama,Mystery",6.1,SM,263000.0,2016
tt2101341,Dead Man Down,2013,"Action,Crime,Drama",6.5,FD,10900000.0,2013
tt2101383,Knight of Cups,2015,"Drama,Romance",5.7,BG,566000.0,2016
tt2101441,Spring Breakers,2012,"Comedy,Crime,Drama",5.3,A24,14100000.0,2013
tt2102502,My Lucky Star,2013,"Action,Adventure,Comedy",5.1,CL,64400.0,2013
tt2103254,Tammy,2014,"Comedy,Romance",4.9,WB (NL),84500000.0,2014
tt2103264,Emperor,2012,"Drama,History,War",6.5,RAtt.,3300000.0,2013
tt2103267,Adore,2013,"Drama,Romance",6.2,EXCL,319000.0,2013
tt2103281,Dawn of the Planet of the Apes,2014,"Action,Adventure,Drama",7.6,Fox,208500000.0,2014
tt2104994,Steve Jobs: The Lost Interview,2012,Documentary,8.0,Magn.,106000.0,2011
tt2105044,V/H/S,2012,"Horror,Thriller",5.8,Magn.,100000.0,2012
tt2106476,The Hunt,2012,Drama,8.3,Magn.,613000.0,2013
tt2109184,Paranormal Activity 4,2012,"Horror,Mystery,Thriller",4.6,Par.,53900000.0,2012
tt2109248,Transformers: Age of Extinction,2014,"Action,Adventure,Sci-Fi",5.7,Par.,245400000.0,2014
tt2112096,Absolutely Fabulous: The Movie,2016,"Comedy,Crime",5.4,FoxS,4800000.0,2016
tt2112124,Chennai Express,2013,"Action,Comedy",6.1,UTV,5300000.0,2013
tt2112131,Dabangg 2,2012,"Action,Comedy",4.9,Eros,2500000.0,2012
tt2112152,For No Good Reason,2012,"Biography,Documentary,History",7.0,SPC,67400.0,2014
tt2113822,Back to 1942,2012,Drama,6.9,CL,313000.0,2012
tt2115295,Ginger & Rosa,2012,Drama,6.3,A24,1000000.0,2013
tt2118702,Patience (After Sebald),2012,Documentary,6.9,CGld,15900.0,2012
tt2118775,Special ID,2013,"Action,Crime",5.6,WGUSA,12700.0,2014
tt2119532,Hacksaw Ridge,2016,"Biography,Drama,History",8.1,LGF,67200000.0,2016
tt2121250,Alpha,2013,Crime,5.5,Studio 8,35900000.0,2018
tt2121286,Home Again,2012,Drama,6.6,ORF,27000000.0,2017
tt2121382,Force Majeure,2014,"Comedy,Drama",7.3,Magn.,1400000.0,2014
tt2122340,Ferrari Ki Sawaari,2012,"Comedy,Drama,Family",6.4,Eros,434000.0,2012
tt2124074,28 Hotel Rooms,2012,"Drama,Romance",5.8,Osci.,18900.0,2012
tt2125435,Beasts of the Southern Wild,2012,"Adventure,Drama,Fantasy",7.3,FoxS,12800000.0,2012
tt2125608,Searching for Sugar Man,2012,"Biography,Documentary,Music",8.2,SPC,3700000.0,2012
tt2125653,The House I Live In,2012,Documentary,7.9,Abr.,211000.0,2012
tt2125666,The Queen of Versailles,2012,Documentary,7.1,Magn.,2400000.0,2012
tt2125681,Truth or Dare,2013,"Horror,Romance,Thriller",6.0,Uni.,41400000.0,2018
tt2126355,San Andreas,2015,"Action,Adventure,Drama",6.1,WB (NL),155200000.0,2015
tt2126357,Second Act,2018,"Comedy,Drama,Romance",5.8,STX,39300000.0,2018
tt2130242,Tere Naal Love Ho Gaya,2012,"Comedy,Drama,Romance",5.8,UTV,178000.0,2012
tt2132285,The Bling Ring,2013,"Biography,Crime,Drama",5.6,A24,5800000.0,2013
tt2132374,Life's a Breeze,2013,"Comedy,Drama",6.3,Magn.,3500.0,2014
tt2137241,Rock On 2,2016,"Drama,Music",5.0,Eros,98900.0,2016
tt2140037,Jane Got a Gun,2015,"Action,Drama,Western",5.9,Wein.,1500000.0,2016
tt2140373,Saving Mr. Banks,2013,"Biography,Comedy,Drama",7.5,BV,83300000.0,2013
tt2140465,Tanu Weds Manu Returns,2015,"Comedy,Drama,Romance",7.7,Eros,3000000.0,2015
tt2140479,The Accountant,2016,"Action,Crime,Drama",7.3,WB,86300000.0,2016
tt2140619,Two Night Stand,2014,"Comedy,Romance",6.4,EOne,18600.0,2014
tt2141751,God Help the Girl,2014,"Drama,Music,Romance",6.4,Ampl.,103000.0,2014
tt2147365,Keith Lemon: The Film,2012,Comedy,2.6,,,2012
tt2150332,Renoir,2012,"Biography,Drama,History",6.6,Gold.,2300000.0,2013
tt2152198,The Pervert's Guide to Ideology,2012,Documentary,7.6,Zeit.,68000.0,2013
tt2159988,The Walk,2015,"Crime,Thriller",6.8,TriS,10100000.0,2015
tt2160105,I Still See You,2018,"Fantasy,Thriller",5.7,LGF,1400.0,2018
tt2165735,Drug War,2012,"Action,Crime,Drama",7.0,Vari.,128000.0,2013
tt2166214,Khiladi 786,2012,"Action,Comedy",4.4,Eros,379000.0,2012
tt2169322,Finding Mr. Right,2013,Comedy,6.4,CL,6900.0,2013
tt2170439,Horrible Bosses 2,2014,"Comedy,Crime",6.3,WB,54400000.0,2014
tt2170593,St. Vincent,2014,"Comedy,Drama",7.3,Wein.,44100000.0,2014
tt2172071,Student of the Year,2012,"Comedy,Drama,Romance",5.4,Eros,670000.0,2012
tt2172584,Maps to the Stars,2014,"Comedy,Drama",6.2,FCW,351000.0,2015
tt2172934,3 Days to Kill,2014,"Action,Drama,Thriller",6.2,Rela.,30700000.0,2014
tt2172935,Metallica Through the Never,2013,Music,7.2,PH,3400000.0,2013
tt2176013,Jab Tak Hai Jaan,2012,"Drama,Romance",6.8,Yash,3000000.0,2012
tt2176786,For a Woman,2013,Drama,6.5,FM,32299.0,2014
tt2177511,Caesar Must Die,2012,Drama,7.3,AF,76900.0,2013
tt2177771,The Monuments Men,2014,"Comedy,Drama,History",6.1,Sony,78000000.0,2014
tt2178470,Yeh Jawaani Hai Deewani,2013,"Comedy,Drama,Musical",7.1,Eros,3800000.0,2013
tt2178508,Son of Sardaar,2012,"Action,Comedy",4.0,Eros,772000.0,2012
tt2178941,Barbara,2012,Drama,7.2,AF,1000000.0,2012
tt2179116,The Kings of Summer,2013,"Adventure,Comedy,Drama",7.2,CBS,1300000.0,2013
tt2179136,American Sniper,2014,"Action,Biography,Drama",7.3,WB,350100000.0,2014
tt2180411,Into the Woods,2014,"Adventure,Comedy,Drama",6.0,BV,128000000.0,2014
tt2181931,English Vinglish,2012,"Comedy,Drama,Family",7.9,Eros,1900000.0,2012
tt2181948,Red,2014,Thriller,5.8,Sum.,90400000.0,2010
tt2182972,Song One,2014,"Drama,Music",5.8,TFA,32299.0,2015
tt2183034,Earth to Echo,2014,"Adventure,Family,Sci-Fi",5.8,Rela.,38900000.0,2014
tt2184339,The Purge,2013,"Horror,Thriller",5.7,Uni.,64500000.0,2013
tt2186933,Luv Shuv Tey Chicken Khurana,2012,Comedy,6.6,UTV,144000.0,2012
tt2187115,Child's Pose,2013,Drama,7.4,Zeit.,97200.0,2014
tt2187972,Shirin Farhad Ki Toh Nikal Padi,2012,Romance,4.3,Eros,156000.0,2012
tt2190492,The House That Jack Built,2013,"Drama,Family",6.7,IFC,88000.0,2018
tt2191701,Grown Ups 2,2013,Comedy,5.4,Sony,133699999.0,2013
tt2191721,Jodi Breakers,2012,"Comedy,Musical,Romance",3.5,Yash,52600.0,2012
tt2192016,The Dark Horse,2014,"Biography,Drama",7.5,BG,67500.0,2016
tt2193215,The Counselor,2013,"Crime,Drama,Thriller",5.3,Fox,17000000.0,2013
tt2194499,About Time,2013,"Comedy,Drama,Fantasy",7.8,Uni.,15300000.0,2013
tt2199571,Run All Night,2015,"Action,Drama,Thriller",6.6,WB,26500000.0,2015
tt2201884,The Workshop,2012,"Documentary,Family",8.0,Strand,22100.0,2018
tt2202408,Transcendence,2012,Drama,6.1,WB,23000000.0,2014
tt2203939,The Other Woman,2014,"Comedy,Romance",6.0,IFC,25400.0,2011
tt2205401,Addicted,2014,"Drama,Thriller",5.2,LGF,17400000.0,2014
tt2205904,Generation Iron,2013,"Documentary,Drama,Sport",7.1,TVC,850000.0,2013
tt2209418,Before Midnight,2013,"Drama,Romance",7.9,SPC,8100000.0,2013
tt2215077,Half of a Yellow Sun,2013,"Drama,Romance",6.1,Mont.,54500.0,2014
tt2215221,The Nun,2013,Drama,6.5,WB (NL),117500000.0,2018
tt2215395,Paulette,2012,"Comedy,Crime",6.6,Cohen,29500.0,2015
tt2215719,Katy Perry: Part of Me,2012,"Documentary,Music",5.9,Par.,25300000.0,2012
tt2216240,A Hijacking,2012,"Drama,Thriller",7.2,Magn.,414000.0,2013
tt2218003,Closed Circuit,2013,"Crime,Drama,Mystery",6.2,Focus,5800000.0,2013
tt2219514,Fill the Void,2012,"Drama,Romance",6.7,SPC,1800000.0,2013
tt2219650,Seymour: An Introduction,2014,"Biography,Documentary,Music",7.5,IFC,744000.0,2015
tt2223990,Draft Day,2014,"Drama,Sport",6.8,LG/S,28800000.0,2014
tt2224317,Lootera,2013,"Drama,Romance",7.3,Eros,582000.0,2013
tt2226597,The Mountain Between Us,2017,"Action,Adventure,Drama",6.4,Fox,30300000.0,2017
tt2229499,Don Jon,2013,"Comedy,Drama,Romance",6.6,Rela.,24500000.0,2013
tt2229842,Table No. 21,2013,"Adventure,Thriller",7.1,Eros,46700.0,2013
tt2232578,Canopy,2013,"Adventure,Drama,Thriller",4.9,Mont.,8500.0,2014
tt2233624,Kin,2012,"Drama,Music",8.6,LGF,5700000.0,2018
tt2234003,Calvary,2014,Drama,7.4,FoxS,3600000.0,2014
tt2234155,The Internship,2013,Comedy,6.3,Fox,44700000.0,2013
tt2234261,The Love Punch,2013,Comedy,5.7,KE,267000.0,2014
tt2235108,Dear White People,2014,"Comedy,Drama,Romance",6.1,RAtt.,4400000.0,2014
tt2238050,White Bird in a Blizzard,2014,"Drama,Mystery,Thriller",6.4,Magn.,33800.0,2014
tt2238839,Love in the Buff,2012,"Comedy,Romance",6.9,CL,256000.0,2012
tt2239822,Valerian and the City of a Thousand Planets,2017,"Action,Adventure,Fantasy",6.5,STX,41200000.0,2017
tt2239832,Think Like a Man Too,2014,"Comedy,Romance",5.8,SGem,65200000.0,2014
tt2241351,Money Monster,2016,"Crime,Drama,Thriller",6.5,TriS,41000000.0,2016
tt2243537,A Haunted House,2013,"Comedy,Fantasy",5.1,ORF,40000000.0,2013
tt2244901,I Give It a Year,2013,"Comedy,Romance",5.7,Magn.,34700.0,2013
tt2245003,Miss You Already,2015,"Comedy,Drama,Romance",6.8,RAtt.,1200000.0,2015
tt2245084,Big Hero 6,2014,"Action,Adventure,Animation",7.8,BV,222500000.0,2014
tt2245970,Wildlife,2012,Drama,6.8,IFC,1100000.0,2018
tt2246724,Ghanchakkar,2013,"Comedy,Crime,Thriller",5.7,UTV,203000.0,2013
tt2247476,When the Game Stands Tall,2014,"Drama,Family,Sport",6.7,TriS,30100000.0,2014
tt2250564,In Bloom,2013,"Drama,Romance,Thriller",5.8,BWP,56100.0,2014
tt2250912,Spider-Man: Homecoming,2017,"Action,Adventure,Sci-Fi",7.5,Sony,334200000.0,2017
tt2258281,Beyond the Hills,2012,Drama,7.6,IFC,125000.0,2013
tt2258345,Fading Gigolo,2013,Comedy,6.2,MNE,3800000.0,2014
tt2259360,Caught in the Web,2012,Drama,6.5,Vita.,1100.0,2013
tt2261287,Leap!,2016,"Adventure,Animation,Comedy",6.8,Wein.,21900000.0,2017
tt2261331,Black Sea,2014,"Adventure,Drama,Thriller",6.4,Focus,1200000.0,2015
tt2261434,A Five Star Life,2013,"Drama,Romance",6.3,MBox,307000.0,2014
tt2262161,Sunset Song,2015,Drama,6.4,Magn.,160000.0,2016
tt2262282,The Founder,2012,"Comedy,Sci-Fi",5.9,Wein.,12800000.0,2017
tt2263058,More Than Honey,2012,Documentary,7.6,KL,79800.0,2013
tt2263944,Dragon Ball Z: Battle of Gods,2013,"Action,Adventure,Animation",7.2,SV,2600000.0,2014
tt2265171,The Raid 2,2014,"Action,Crime,Thriller",8.0,SPC,2600000.0,2014
tt2266938,Vulgaria,2012,Comedy,6.3,CL,59100.0,2012
tt2267968,Kung Fu Panda 3,2016,"Action,Adventure,Animation",7.1,Fox,143500000.0,2016
tt2267998,Gone Girl,2014,"Drama,Mystery,Thriller",8.1,Fox,167800000.0,2014
tt2268016,Magic Mike XXL,2015,"Comedy,Drama,Music",5.6,WB,66000000.0,2015
tt2268732,Museum Hours,2012,Drama,6.9,CGld,561000.0,2013
tt2273657,True Story,2015,"Crime,Drama,Mystery",6.3,FoxS,4700000.0,2015
tt2275802,Satyagraha,2013,Drama,6.0,UTV,739000.0,2013
tt2277308,Friend Request,2013,Thriller,4.0,ENTMP,3800000.0,2017
tt2277860,Finding Dory,2016,"Adventure,Animation,Comedy",7.3,BV,486300000.0,2016
tt2278388,The Grand Budapest Hotel,2014,"Adventure,Comedy,Crime",8.1,FoxS,59300000.0,2014
tt2278871,Blue Is the Warmest Color,2013,"Drama,Romance",7.8,IFC,2200000.0,2013
tt2279339,Love the Coopers,2015,"Comedy,Fantasy,Romance",5.8,LGF,26300000.0,2015
tt2279373,The SpongeBob Movie: Sponge Out of Water,2015,"Adventure,Animation,Comedy",6.0,Par.,163000000.0,2015
tt2281587,Muppets Most Wanted,2014,"Adventure,Comedy,Crime",6.4,BV,51200000.0,2014
tt2283362,Jumanji: Welcome to the Jungle,2017,"Action,Adventure,Comedy",7.0,Sony,404500000.0,2017
tt2289538,On My Way,2013,"Comedy,Drama",6.4,Cohen,317000.0,2014
tt2290739,The Devil's Hand,2014,"Horror,Thriller",5.0,RAtt.,5700.0,2014
tt2292625,Chakravyuh,2012,"Action,Drama,Thriller",6.9,Eros,152000.0,2012
tt2292959,The Canyons,2013,"Drama,Thriller",3.8,IFC,56800.0,2013
tt2293640,Minions,2015,"Adventure,Animation,Comedy",6.4,Uni.,336000000.0,2015
tt2294449,22 Jump Street,2014,"Action,Comedy,Crime",7.0,Sony,191700000.0,2014
tt2294917,Becoming Traviata,2012,"Documentary,Musical",7.0,Distrib.,62700.0,2013
tt2295722,Falcon Rising,2014,"Action,Adventure",5.8,Free,11800.0,2014
tt2296404,Tai Chi Hero,2012,"Action,Adventure",6.2,WGUSA,35100.0,2013
tt2296747,Come What May,2015,"Drama,War",6.7,Cohen,37800.0,2016
tt2296777,Sherlock Gnomes,2018,"Adventure,Animation,Comedy",5.1,Par.,43200000.0,2018
tt2299842,Pieta,2012,"Crime,Drama",7.2,Drft.,22100.0,2013
tt2300975,Jessabelle,2014,"Horror,Thriller",5.4,LGF,,2014
tt2301155,Shootout at Wadala,2013,"Action,Crime",5.9,Eros,370000.0,2013
tt2301592,The Dance of Reality,2013,"Biography,Drama,Fantasy",7.5,Abk.,294000.0,2014
tt2302755,Olympus Has Fallen,2013,"Action,Thriller",6.5,FD,98900000.0,2013
tt2304426,The Selfish Giant,2013,Drama,7.3,IFC,12200.0,2013
tt2304771,Mandela: Long Walk to Freedom,2013,"Biography,Drama,History",7.1,Wein.,8300000.0,2013
tt2304915,The Green Prince,2014,"Biography,Documentary",7.2,MBox,258000.0,2014
tt2304933,The 5th Wave,2016,"Action,Adventure,Drama",5.2,Sony,34900000.0,2016
tt2306745,Sound City,2013,"Documentary,Music",7.8,Vari.,423000.0,2013
tt2309048,Double Trouble,2012,"Action,Comedy",3.6,CL,44800.0,2012
tt2309260,The Gallows,2015,"Horror,Mystery,Thriller",4.2,WB (NL),22800000.0,2015
tt2309764,Singham Returns,2014,"Action,Drama",5.7,Eros,1200000.0,2014
tt2310332,The Hobbit: The Battle of the Five Armies,2014,"Adventure,Fantasy",7.4,WB (NL),255100000.0,2014
tt2312718,Homefront,2013,"Action,Thriller",6.5,ORF,20200000.0,2013
tt2315152,A Werewolf Boy,2012,"Fantasy,Romance",7.4,CJ,343000.0,2012
tt2315582,Una,2016,"Drama,Romance",6.2,EF,22800.0,2017
tt2316204,Alien: Covenant,2017,"Horror,Sci-Fi,Thriller",6.4,Fox,74300000.0,2017
tt2316411,Enemy,2013,"Mystery,Thriller",6.9,A24,1000000.0,2014
tt2317337,Vicky Donor,2012,"Comedy,Romance",7.8,Eros,549000.0,2012
tt2319580,The Grand Seduction,2013,Comedy,7.0,EOne,3400000.0,2014
tt2321163,ABCD (Any Body Can Dance),2013,"Drama,Music",6.4,UTV,222000.0,2013
tt2321405,My Life as a Zucchini,2016,"Animation,Comedy,Drama",7.8,GK,310000.0,2017
tt2321549,The Babadook,2014,"Drama,Horror",6.8,IFC,964000.0,2014
tt2322441,Fifty Shades of Grey,2015,"Drama,Romance,Thriller",4.1,Uni.,166200000.0,2015
tt2322517,Mojave,2015,"Drama,Thriller",5.2,A24,8300.0,2016
tt2325977,Strangerland,2015,"Drama,Mystery,Thriller",5.2,Alc,17500.0,2015
tt2326554,A Girl Walks Home Alone at Night,2014,"Drama,Horror",7.0,KL,492000.0,2014
tt2326612,The Captive,2014,"Crime,Drama,Mystery",5.9,A24,1100000.0,2014
tt2330866,The Thieves,2012,"Action,Comedy,Crime",6.8,WGUSA,686000.0,2012
tt2333598,7 Boxes,2012,"Adventure,Crime,Drama",7.2,BGP,38100.0,2014
tt2333784,The Expendables 3,2014,"Action,Adventure,Thriller",6.1,LGF,39300000.0,2014
tt2333804,The Zero Theorem,2013,"Comedy,Drama,Fantasy",6.1,Ampl.,258000.0,2014
tt2334649,Fruitvale Station,2013,"Biography,Drama,Romance",7.5,Wein.,16100000.0,2013
tt2334733,Madame Bovary,2014,Drama,5.7,Alc,44200.0,2015
tt2334873,Blue Jasmine,2013,Drama,7.3,SPC,33400000.0,2013
tt2334879,White House Down,2013,"Action,Drama,Thriller",6.4,Sony,73100000.0,2013
tt2338424,Tumbledown,2015,"Comedy,Music,Romance",6.2,SM,135000.0,2016
tt2339505,Kochadaiiyaan,2014,"Action,Animation",6.5,Eros,817000.0,2014
tt2339741,The Woman in Black 2: Angel of Death,2014,"Drama,Horror,Thriller",4.9,Rela.,26500000.0,2015
tt2343793,Third Person,2013,"Drama,Romance",6.4,SPC,1000000.0,2014
tt2344678,Himmatwala,2013,"Action,Comedy,Drama",1.7,UTV,271000.0,2013
tt2345737,The Rover,2014,"Action,Crime,Drama",6.4,A24,1100000.0,2014
tt2347569,Frances Ha,2012,"Comedy,Drama,Romance",7.4,IFC,4099999.0,2013
tt2349144,Mississippi Grind,2015,"Comedy,Drama",6.4,A24,131000.0,2015
tt2350496,The Lunchbox,2013,"Drama,Romance",7.8,SPC,4200000.0,2014
tt2353767,"1,000 Times Good Night",2013,"Drama,War",7.1,FM,53900.0,2014
tt2354407,Teri Meri Kahaani,2012,"Comedy,Drama,Romance",4.8,Eros,781000.0,2012
tt2356180,Bhaag Milkha Bhaag,2013,"Biography,Drama,Sport",8.2,Relbig.,1600000.0,2013
tt2357129,Jobs,2013,"Biography,Drama",5.9,ORF,16100000.0,2013
tt2357291,Rio 2,2014,"Adventure,Animation,Comedy",6.3,Fox,131500000.0,2014
tt2357377,The Berlin File,2013,"Action,Thriller",6.6,CJ,665000.0,2013
tt2358891,The Great Beauty,2013,Drama,7.8,Jan.,2900000.0,2013
tt2363213,Ragnarok,2013,"Action,Adventure",5.9,Magn.,1400.0,2014
tt2363461,The Pyramid,2013,Horror,3.9,Fox,2800000.0,2014
tt2364841,Runner Runner,2013,"Crime,Thriller",5.6,Fox,19300000.0,2013
tt2364897,The Disappointments Room,2016,"Drama,Horror,Thriller",3.9,Rela.,2400000.0,2016
tt2366450,Stories We Tell,2012,Documentary,7.6,RAtt.,1600000.0,2013
tt2367996,Mugamoodi,2012,"Action,Adventure",5.0,UTV,101000.0,2012
tt2368254,A Private War,2018,"Biography,Drama,War",6.7,Aviron,1600000.0,2018
tt2368635,Bird People,2014,"Drama,Fantasy,Romance",6.1,IFC,32100.0,2014
tt2369047,Horses of God,2012,Drama,7.1,KL,14800.0,2014
tt2369069,Lolo,2012,Documentary,7.9,FR,24100.0,2016
tt2369135,Need for Speed,2014,"Action,Crime,Thriller",6.5,BV,43600000.0,2014
tt2369154,R... Rajkumar,2013,Action,5.2,Eros,167000.0,2013
tt2369205,Pioneer,2013,Thriller,6.0,Magn.,6900.0,2014
tt2370248,Short Term 12,2013,Drama,8.0,Cdgm.,1000000.0,2013
tt2371411,Painted Skin: The Resurrection,2012,"Fantasy,Mystery,Romance",6.3,WGUSA,50400.0,2012
tt2371824,Paradise: Faith,2012,Drama,6.8,Strand,6500.0,2013
tt2371834,Paradise: Hope,2013,Drama,6.7,Strand,6700.0,2013
tt2372678,2 States,2014,"Comedy,Drama,Romance",6.9,UTV,2200000.0,2014
tt2378281,Instructions Not Included,2013,"Comedy,Drama",7.6,LGF,44500000.0,2013
tt2378507,The Glass Castle,2017,"Biography,Drama",7.2,LGF,17300000.0,2017
tt2379318,Bright Days Ahead,2013,"Drama,Romance",6.3,Trib.,21800.0,2014
tt2379713,Spectre,2015,"Action,Adventure,Thriller",6.8,Sony,200100000.0,2015
tt2380331,Words and Pictures,2013,"Comedy,Drama,Romance",6.6,RAtt.,2200000.0,2014
tt2381111,Brooklyn,2015,"Drama,Romance",7.5,FoxS,38300000.0,2015
tt2381249,Mission: Impossible - Rogue Nation,2015,"Action,Adventure,Thriller",7.4,Par.,195000000.0,2015
tt2381335,Fed Up,2014,Documentary,7.7,RTWC,1500000.0,2014
tt2381991,The Huntsman: Winter's War,2016,"Action,Adventure,Drama",6.1,Uni.,48400000.0,2016
tt2385006,Jerusalem,2013,Documentary,7.3,NGE,8000000.0,2013
tt2387433,Dark Skies,2013,"Horror,Sci-Fi,Thriller",6.3,W/Dim.,17400000.0,2013
tt2387499,Keeping Up with the Joneses,2016,"Action,Comedy",5.9,Fox,14900000.0,2016
tt2387559,Delivery Man,2013,"Comedy,Drama",6.4,BV,30700000.0,2013
tt2387589,The Girl on the Train,2013,Thriller,4.4,Strand,208000.0,2010
tt2387692,Souvenir,2016,"Drama,Music,Romance",6.0,Strand,11400.0,2018
tt2388637,Ain't Them Bodies Saints,2013,"Crime,Drama,Romance",6.4,IFC,397000.0,2013
tt2388715,Oculus,2013,"Horror,Mystery",6.5,Rela.,27700000.0,2014
tt2390237,Cuban Fury,2014,"Comedy,Romance,Sport",6.2,EOne,92400.0,2014
tt2390361,Enough Said,2013,"Comedy,Drama,Romance",7.0,FoxS,17600000.0,2013
tt2392326,Le Week-End,2013,"Comedy,Drama,Romance",6.3,MBox,2200000.0,2014
tt2392830,A Quiet Passion,2016,"Biography,Drama",6.5,MBox,1900000.0,2017
tt2393845,Kill Me Three Times,2014,"Action,Comedy,Crime",5.9,Magn.,24300.0,2015
tt2395427,Avengers: Age of Ultron,2015,"Action,Adventure,Sci-Fi",7.3,BV,459000000.0,2015
tt2396566,20 Feet from Stardom,2013,"Documentary,Music",7.4,RTWC,4900000.0,2013
tt2397535,Predestination,2014,"Drama,Mystery,Sci-Fi",7.5,VE,68400.0,2015
tt2398231,The Homesman,2014,"Drama,Western",6.6,Saban,2400000.0,2014
tt2398241,Smurfs: The Lost Village,2017,"Adventure,Animation,Comedy",6.0,Sony,45000000.0,2017
tt2400275,Goodbye to Language,2014,"Drama,Fantasy",5.9,KL,390000.0,2014
tt2400463,The Invitation,2015,"Drama,Horror,Mystery",6.7,Drft.,232000.0,2016
tt2401878,Anomalisa,2015,"Animation,Comedy,Drama",7.3,Par.,3800000.0,2015
tt2402101,Dark Places,2015,"Action,Drama,Mystery",6.2,A24,209000.0,2015
tt2402105,Dom Hemingway,2013,"Comedy,Crime,Drama",6.2,FoxS,524000.0,2014
tt2402157,The November Man,2014,"Action,Crime,Thriller",6.3,Rela.,25000000.0,2014
tt2402927,Carol,2015,"Drama,Romance",7.2,Wein.,12700000.0,2015
tt2403021,The Green Inferno,2013,"Adventure,Horror",5.3,BH Tilt,7200000.0,2015
tt2403393,Desert Dancer,2014,"Biography,Drama,Music",6.2,Rela.,155000.0,2015
tt2404233,Gods of Egypt,2016,"Action,Adventure,Fantasy",5.4,LG/S,31200000.0,2016
tt2404425,Woman in Gold,2015,"Biography,Drama,History",7.3,Wein.,33299999.0,2015
tt2404461,The Past,2013,"Drama,Mystery",7.8,SPC,1300000.0,2013
tt2404463,The Heat,2013,"Action,Comedy,Crime",6.6,Fox,159600000.0,2013
tt2404639,The Happy Prince,2018,"Biography,Drama",6.3,SPC,466000.0,2018
tt2406252,Venus in Fur,2013,Drama,7.2,IFC,374000.0,2014
tt2406422,Walking the Camino: Six Ways to Santiago,2013,"Adventure,Documentary",7.3,FEF,613000.0,2013
tt2406566,Atomic Blonde,2017,"Action,Mystery,Thriller",6.7,Focus,51700000.0,2017
tt2406676,Ek Thi Daayan,2013,"Horror,Romance,Thriller",5.7,Eros,112000.0,2013
tt2407826,Husbands in Goa,2012,Comedy,3.6,UTV,10100.0,2012
tt2409818,Open Windows,2014,"Crime,Horror,Thriller",5.2,Cdgm.,1800.0,2014
tt2414040,An Eye for Beauty,2014,Drama,5.5,MR,9000.0,2015
tt2414046,The Amazing Catfish,2013,"Comedy,Drama",7.0,Strand,11300.0,2014
tt2415458,The Wolfpack,2015,"Biography,Documentary",7.0,Magn.,1300000.0,2015
tt2419284,Red Obsession,2013,"Documentary,History,News",6.7,A23,13200.0,2013
tt2424988,Gabbar is Back,2015,Action,7.2,Eros,535000.0,2015
tt2431286,Philomena,2013,"Biography,Comedy,Drama",7.6,Wein.,37700000.0,2013
tt2436386,Project Almanac,2015,"Drama,Mystery,Sci-Fi",6.4,Par.,22300000.0,2015
tt2436516,Go Goa Gone,2013,"Action,Adventure,Comedy",6.6,Eros,298000.0,2013
tt2442772,Bluebeard,2012,Horror,6.1,Strand,33500.0,2010
tt2446042,Taken 3,2014,"Action,Thriller",6.0,Fox,89300000.0,2015
tt2450186,V/H/S/2,2013,"Horror,Thriller",6.1,Magn.,21800.0,2013
tt2452042,The Peanuts Movie,2015,"Adventure,Animation,Comedy",7.1,Fox,130199999.0,2015
tt2452254,Clouds of Sils Maria,2014,Drama,6.7,IFC,1900000.0,2015
tt2458776,Bears,2014,Documentary,7.4,BV,17800000.0,2014
tt2459022,Lost in Thailand,2012,"Adventure,Comedy,Drama",6.3,WAMCR,57400.0,2013
tt2463288,Walk of Shame,2014,Comedy,6.0,FCW,59200.0,2014
tt2463512,Hateship Loveship,2013,"Drama,Romance",6.2,IFC,54000.0,2014
tt2463808,The Escape,2013,"Drama,Thriller",7.3,IFC,14000.0,2018
